Team Number,Match Number,Scouter,extra cones,extra cubes,Start Positon,Taxi,Balance Attempt,Preloaded Cone,Preload Cube,Scored Preload,Docked Auto,Engaged Auto,Upper Cone,Mid Cone,Lower Cone,Upper Cube,Mid cube,Lower Cube,Links,Picked Up,Capable to Pick Up From Station,Capable to Pick Up From Floor,Can go over bump,Did Defend,Was Defended,Time,Docking attempts,Endgame Docked,Endgame Engaged,Parked,Auto Notes,Teleop Notes,Endgame Notes,Won,RP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,4,Grace,0,0,1,Yes,No,Yes,No,Yes,No,No,0,0,0,0,1,0,0,2,Yes,No,No,No,Yes,5,1,No,No,Yes,placed low,slow,,No,0
7659,qual 7,kai,0,0,3,No,No,Yes,No,No,No,No,0,0,0,0,2,0,0,2,No,Yes,Yes,No,No,0,0,No,No,No,,slow moving arm,didn't attempt dock,Yes,3
7659,qual 7,kai,0,0,3,No,No,Yes,No,No,No,No,0,0,0,0,2,0,0,2,No,Yes,Yes,No,No,0,0,No,No,No,,slow moving arm,didn't attempt dock,Yes,3
7659,11,Dorothy,0,0,0,Yes,No,Yes,No,Yes,No,No,0,0,0,0,1,0,0,0,Yes,No,No,Yes,No,6,1,No,Yes,No,,stopped working halfwAy,,Yes,2
7659,15,Al,0,0,3,Yes,No,Yes,No,Yes,No,No,0,0,0,0,0,1,0,3,No,Yes,No,No,No,0,1,No,No,Yes,,,,No,0
7659,20,Dorothy,0,0,1,Yes,No,Yes,No,Yes,No,No,0,0,0,0,0,1,0,0,No,No,No,No,No,18,2,No,No,Yes,,,,Yes,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,20,MZ,0,0,3,Yes,No,Yes,No,Yes,No,No,0,0,1,0,0,1,1,2,No,Yes,No,No,Yes,17,1,No,No,Yes,was able to leave community ,wasn't very fast at pickup,"balanced, but fell off due to all three robots sliding off ",Yes,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,26,Sarah,0,0,3,Yes,No,Yes,No,Yes,No,No,0,0,0,0,0,1,2,2,No,No,No,No,Yes,20,0,No,No,Yes,,,,No,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,31,Grace,0,0,1,Yes,No,Yes,No,Yes,No,No,0,0,0,0,1,0,1,2,Yes,No,Yes,No,Yes,1,1,No,Yes,No,,no space in substations,,No,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,35,Miles,0,0,3,No,No,Yes,No,Yes,No,No,0,1,0,0,0,0,0,1,No,No,No,No,Yes,0,0,Yes,No,No,,,,No,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,38,Aayan,0,0,1,Yes,Yes,Yes,No,Yes,No,No,0,0,1,0,1,0,2,0,No,Yes,Yes,Yes,No,19,1,No,No,Yes,,scored one cube in teleop and went defensive,,No,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,43,Sarah,0,0,1,No,No,Yes,No,No,No,No,0,0,0,0,0,2,0,2,Yes,Yes,No,No,No,33,1,Yes,No,No,,,,No,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,47,Kevin,0,0,3,Yes,No,Yes,No,Yes,No,No,0,0,1,0,1,1,3,2,Yes,No,Yes,Yes,No,5,1,No,Yes,No,,fast and picked up lots of cubes,balanced easily,Yes,3
7659,52,Sarah,0,0,1,Yes,No,Yes,No,No,No,No,0,0,0,1,0,0,2,2,Yes,No,No,No,No,9,1,No,Yes,No,,,,No,3
ECubes,ECones,UpperCone,Mid Cone,Lower Cone
