Team Number,Match Number,Scouter,extra cones,extra cubes,Start Positon,Taxi,Balance Attempt,Preloaded Cone,Preload Cube,Scored Preload,Docked Auto,Engaged Auto,Upper Cone,Mid Cone,Lower Cone,Upper Cube,Mid cube,Lower Cube,Links,Picked Up,Capable to Pick Up From Station,Capable to Pick Up From Floor,Can go over bump,Did Defend,Was Defended,Time,Docking attempts,Endgame Docked,Endgame Engaged,Parked,Auto Notes,Teleop Notes,Endgame Notes,Won,RP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,practice 3,Grace,0,0,1,No,No,Yes,No,No,No,No,0,4,1,0,2,0,3,7,Yes,Yes,Yes,No,No,4,1,No,Yes,No,did nothing,"attempted to place high a few times but dropped them to low, managed 2 middle links by itself",,No,0
3161,practice 5,Dorothy,0,0,3,Yes,No,Yes,No,No,No,No,0,3,0,0,0,0,0,0,Yes,Yes,No,No,No,22,1,Yes,Yes,No,,good scoring fast and accurate,could fit 3,Yes,3
3161,2,Sarah,0,1,1,Yes,No,Yes,No,No,No,No,0,5,0,0,1,0,3,6,Yes,No,No,No,No,28,1,No,Yes,No,,,,Yes,0
3161,8,Grace,0,0,0,Yes,No,Yes,No,Yes,No,No,0,2,0,0,2,0,2,5,Yes,Yes,Yes,Yes,Yes,3,1,No,Yes,No,missed but scored in bottom,middle only,"dropped cone, instead quickly balanced",No,0
3161,14,Dorothy,0,0,0,Yes,No,Yes,No,Yes,No,No,1,3,0,1,0,0,0,0,No,Yes,Yes,No,No,11,1,No,Yes,No,,speedy mvmt and placement questionable intake knocked over a placed cone,,No,0
3161,18,Grace,0,0,1,No,No,Yes,No,No,No,No,0,3,2,0,0,0,1,4,Yes,No,Yes,Yes,Yes,15,1,No,Yes,No,,"aims for middle but sometimes misses, cone only",,No,1
3161,22,Aayan,0,0,3,No,Yes,Yes,No,Yes,Yes,No,0,5,0,0,2,0,3,6,No,Yes,No,No,No,6,1,Yes,No,No,,very fast ,knocked over other team off charge station ,No,0
3161,27,Aayan,0,0,3,No,No,Yes,No,Yes,No,No,0,4,1,0,0,0,3,2,Yes,Yes,Yes,No,No,26,1,No,Yes,No,,,,Yes,3
3161,27,kai,0,0,3,Yes,No,Yes,No,No,No,No,0,5,1,0,0,0,0,4,Yes,No,Yes,No,No,0,1,No,Yes,No,,,,Yes,3
3161,32,Aayan,0,0,1,No,No,No,No,No,No,No,0,5,0,0,1,1,5,7,Yes,Yes,No,No,No,3,0,No,Yes,No,,,scored a cone in endgame,Yes,3
3161,35,Aayan,0,0,0,Yes,Yes,Yes,No,Yes,Yes,No,0,3,2,0,1,0,3,5,No,Yes,No,No,No,25,0,No,No,No,,,Scored a cone in endgame,No,1
3161,40,miles,0,0,1,No,Yes,Yes,No,Yes,Yes,No,0,2,0,0,1,0,1,3,No,No,No,No,Yes,0,0,No,No,No,,tipped over,,No,0
3161,43,Grace,0,1,1,Yes,No,Yes,No,No,No,No,0,4,1,0,2,0,4,7,Yes,Yes,Yes,No,Yes,3,1,No,Yes,No,"missed cone, picked up another","middle only, but fast",,Yes,3
3161,49,Grace,0,0,1,Yes,No,Yes,No,Yes,No,No,0,5,1,0,1,1,4,8,Yes,Yes,No,No,No,0,0,No,No,No,,,,Yes,3
