Team Number,Match Number,Scouter,extra cones,extra cubes,Start Positon,Taxi,Balance Attempt,Preloaded Cone,Preload Cube,Scored Preload,Docked Auto,Engaged Auto,Upper Cone,Mid Cone,Lower Cone,Upper Cube,Mid cube,Lower Cube,Links,Picked Up,Capable to Pick Up From Station,Capable to Pick Up From Floor,Can go over bump,Stationable,Did Defend,Was Defended,Not Tipsy,Little Tipsy,Very Tipsy,Time,# of Robot's Docked,Docking attempts,Endgame Docked,Endgame Engaged,Parked,Auto Notes,Teleop Notes,Endgame Notes,Won,RP
4688,3,Grace,0,0,2,No,Yes,Yes,No,Yes,No,No,0,0,0,0,0,5,2,5,No,Yes,Yes,No,No,No,No,No,Yes,3,1,1,No,Yes,No,,"Upper arm didn't work, couldn't fit beside teammate in loading zone ",,Yes,2
9,Grace,0,0,2,Yes,Yes,No,Yes,Yes,No,No,1,1,0,1,0,0,4,4,Yes,No,No,No,No,No,No,Yes,No,19,0,2,No,No,Yes,,,,Yes,3
