Team Number,Match Number,Scouter,extra cones,extra cubes,Start Positon,Taxi,Balance Attempt,Preloaded Cone,Preload Cube,Scored Preload,Docked Auto,Engaged Auto,Upper Cone,Mid Cone,Lower Cone,Upper Cube,Mid cube,Lower Cube,Links,Picked Up,Capable to Pick Up From Station,Capable to Pick Up From Floor,Can go over bump,Stationable,Did Defend,Was Defended,Not Tipsy,Little Tipsy,Very Tipsy,Time,# of Robot's Docked,Docking attempts,Endgame Docked,Endgame Engaged,Parked,Auto Notes,Teleop Notes,Endgame Notes,Won,RP
8574,5,Sarah,0,0,3,Yes,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0,0,No,No,No,No,No,Yes,No,Yes,No,8,2,1,No,No,No,,picked up nothing,fell over,No,1
8,Aaan,0,0,1,Yes,No,Yes,No,Yes,No,No,0,2,1,0,0,0,3,2,Yes,No,No,No,No,Yes,No,Yes,No,0,2,0,No,No,Yes,,dropped their pieces numerous times,,Yes,3
qual13,Lucy,0,0,3,Yes,No,No,No,No,No,No,0,2,1,0,0,0,4,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,0,0,1,No,No,No,,,tipped,Yes,2
