Team Number,Match Number,Scouter,extra cones,extra cubes,Start Positon,Taxi,Balance Attempt,Preloaded Cone,Preload Cube,Scored Preload,Docked Auto,Engaged Auto,Upper Cone,Mid Cone,Lower Cone,Upper Cube,Mid cube,Lower Cube,Links,Picked Up,Capable to Pick Up From Station,Capable to Pick Up From Floor,Can go over bump,Did Defend,Was Defended,Time,Docking attempts,Endgame Docked,Endgame Engaged,Parked,Auto Notes,Teleop Notes,Endgame Notes,Won,RP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,3,Aayan,0,0,2,No,Yes,Yes,Yes,No,No,No,3,0,0,1,0,0,2,3,No,No,Yes,No,No,15,1,No,Yes,No,,Speedy,,Yes,3
1325,9,Ahmad arain,0,0,1,No,Yes,Yes,No,Yes,Yes,No,1,1,0,2,0,1,1,0,Yes,Yes,No,No,No,4,1,Yes,Yes,No,very fast,,,Yes,2
1325,13,Grace,0,0,1,Yes,No,Yes,No,Yes,No,No,1,2,1,1,1,0,0,6,Yes,Yes,No,No,Yes,6,1,No,Yes,No,,,,Yes,3
1325,19,Dorothy,1,0,1,No,No,Yes,No,No,No,No,2,2,0,1,1,1,0,0,Yes,No,No,No,Yes,1,1,No,No,No,,,messed up charge by attempting to get on,No,0
1325,22,Grace,0,0,1,Yes,No,Yes,No,Yes,No,No,1,2,0,2,0,1,2,6,Yes,Yes,Yes,Yes,Yes,5,1,No,Yes,No,,,,Yes,2
1325,27,Sarah,1,0,1,Yes,No,Yes,No,Yes,No,No,4,0,0,2,0,0,3,6,Yes,Yes,No,No,No,17,1,No,Yes,No,,,,Yes,3
1325,33,Aayan,0,0,2,No,Yes,No,No,No,No,Yes,3,0,1,1,0,0,1,4,Yes,No,No,No,Yes,22,1,No,Yes,No,,speedy,,Yes,3
1325,38,kai,1,0,1,Yes,No,Yes,No,Yes,No,No,2,1,1,1,0,1,0,7,Yes,Yes,Yes,No,No,0,1,No,Yes,No,,,,No,0
1325,41,Grace,1,0,1,Yes,No,Yes,No,Yes,No,No,3,1,0,1,0,0,3,5,Yes,Yes,No,No,Yes,3,1,Yes,No,No,,,,Yes,2
1325,44,Grace,0,0,1,Yes,No,Yes,No,Yes,No,No,3,0,0,2,0,0,4,7,Yes,Yes,No,No,No,4,1,No,Yes,No,,,,Yes,3
1325,51,Sarah,1,0,0,Yes,No,Yes,No,Yes,Yes,No,2,1,0,0,0,1,2,4,Yes,Yes,No,No,No,8,1,No,Yes,No,amazing,did everything really well but bad aiming which could have been driver,,No,0
1325,54,Grace,1,0,1,Yes,No,Yes,No,Yes,No,No,2,0,0,1,0,1,2,4,Yes,Yes,Yes,No,No,6,1,No,Yes,No,,"wobbly, occasionally drops pieces",,Yes,3
