Team Number,Match Number,Scouter,extra cones,extra cubes,Start Positon,Taxi,Balance Attempt,Preloaded Cone,Preload Cube,Scored Preload,Docked Auto,Engaged Auto,Upper Cone,Mid Cone,Lower Cone,Upper Cube,Mid cube,Lower Cube,Links,Picked Up,Capable to Pick Up From Station,Capable to Pick Up From Floor,Can go over bump,Did Defend,Was Defended,Time,Docking attempts,Endgame Docked,Endgame Engaged,Parked,Auto Notes,Teleop Notes,Endgame Notes,Won,RP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,5,Grace,0,0,1,Yes,No,No,No,No,No,No,0,0,1,0,0,0,1,3,Yes,Yes,No,No,Yes,2,1,No,No,No,,"slow to pickup, easy to drop and defend against",,Yes,3
7200,10,Al,0,0,1,No,No,No,Yes,No,No,No,0,0,0,0,0,1,0,2,No,Yes,No,No,No,0,0,No,No,Yes,,,,No,0
7200,14,Al,0,0,3,Yes,No,No,Yes,Yes,No,No,0,0,0,0,0,0,0,1,No,Yes,No,No,No,21,1,No,Yes,No,,really slow pickup,,No,0
7200,17,kai,0,0,1,Yes,No,No,Yes,Yes,No,No,0,0,0,1,0,1,0,0,No,Yes,No,No,Yes,0,1,No,No,No,,"clunky movement, moved cube from low to high",,Yes,2
7200,18,Sarah,0,0,1,Yes,No,No,Yes,Yes,No,No,0,0,0,2,0,0,3,2,No,Yes,No,No,No,25,1,No,No,No,,,,No,1
7200,20,Grace,0,0,1,Yes,No,No,Yes,Yes,No,No,0,0,0,1,0,2,1,2,No,Yes,Yes,No,No,24,1,Yes,No,No,,inaccurate grabber,,No,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,26,kai,0,0,3,Yes,No,No,Yes,Yes,No,No,0,0,0,0,1,1,0,1,No,No,Yes,No,No,0,1,No,Yes,No,,iffy pickup,,Yes,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,29,Sarah,0,0,0,Yes,No,No,No,No,No,No,0,0,0,2,0,0,2,3,No,No,No,No,No,21,0,No,No,Yes,,,,Yes,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,29,MZ,0,0,1,Yes,No,No,Yes,Yes,No,No,0,0,0,2,0,1,2,3,Yes,No,No,No,No,0,0,No,No,Yes,,only placed and picked up cube ,,Yes,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,qual 37,lucy,0,0,2,No,No,No,Yes,No,No,No,0,0,1,0,0,1,0,0,No,Yes,No,No,Yes,0,1,No,Yes,No,,"keeps crashing, terrible trip on game pieces",,Yes,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,41,Kevin,0,0,3,Yes,No,No,Yes,Yes,No,No,0,0,0,0,0,1,3,2,Yes,Yes,No,Yes,No,0,0,No,No,Yes,,,,Yes,2
7200,47,Aayan,0,0,2,No,No,No,Yes,No,No,No,0,0,0,3,0,0,1,2,No,Yes,Yes,No,No,14,1,No,Yes,No,,was feeded cubes form other robots,,No,0
7200,50,Sarah,0,0,1,No,No,No,Yes,Yes,No,No,0,0,0,1,0,0,0,1,No,No,No,No,No,29,1,Yes,No,No,,lot of going in circles and doing nothing,,No,0
7200,53,Kevin,0,0,3,No,No,No,Yes,No,No,No,0,0,0,0,0,1,0,0,No,No,No,No,No,0,0,No,No,Yes,,no movement,,No,0
7200,qual 53,Lucy,0,0,2,No,No,No,No,No,No,No,0,1,0,0,0,1,0,0,No,No,No,No,No,0,0,No,No,Yes,,robot never drove and arm was stiff,,No,0
