Team Number,Match Number,Scouter,extra cones,extra cubes,Start Positon,Taxi,Balance Attempt,Preloaded Cone,Preload Cube,Scored Preload,Docked Auto,Engaged Auto,Upper Cone,Mid Cone,Lower Cone,Upper Cube,Mid cube,Lower Cube,Links,Picked Up,Capable to Pick Up From Station,Capable to Pick Up From Floor,Can go over bump,Stationable,Did Defend,Was Defended,Not Tipsy,Little Tipsy,Very Tipsy,Time,# of Robot's Docked,Docking attempts,Endgame Docked,Endgame Engaged,Parked,Auto Notes,Teleop Notes,Endgame Notes,Won,RP
8081,qual 5,Miles,0,0,2,No,Yes,No,Yes,Yes,No,Yes,1,4,0,0,1,0,5,4,Yes,Yes,No,Yes,No,Yes,Yes,No,No,0,0,1,No,Yes,No,,,,Yes,4
8,Grace,0,0,2,No,No,No,Yes,Yes,No,Yes,0,0,0,0,1,0,2,2,Yes,No,Yes,Yes,No,No,Yes,No,No,3,2,0,No,Yes,No,,,,Yes,3
