Team Number,Match Number,Scouter,extra cones,extra cubes,Start Positon,Taxi,Balance Attempt,Preloaded Cone,Preload Cube,Scored Preload,Docked Auto,Engaged Auto,Upper Cone,Mid Cone,Lower Cone,Upper Cube,Mid cube,Lower Cube,Links,Picked Up,Capable to Pick Up From Station,Capable to Pick Up From Floor,Can go over bump,Stationable,Did Defend,Was Defended,Not Tipsy,Little Tipsy,Very Tipsy,Time,# of Robot's Docked,Docking attempts,Endgame Docked,Endgame Engaged,Parked,Auto Notes,Teleop Notes,Endgame Notes,Won,RP
6875,5,Grace,0,0,2,No,No,Yes,No,Yes,No,Yes,1,0,1,0,0,0,0,2,Yes,No,No,No,No,Yes,No,No,Yes,10,2,1,No,Yes,No,,"slow to pickup and drop, when moving fast tips a lot, missed once",,No,1
9,Aayan,0,0,3,Yes,No,No,Yes,Yes,No,No,0,0,0,1,0,0,1,3,Yes,No,No,No,No,Yes,Yes,No,No,3,2,1,Yes,No,No,,was a feeder robot ,climbed up on the last second,No,0
